Datum,Uhrzeit,Lat,Lon,Adresse,Abschnitt_km,Kumuliert_km,Grund
2024-01-24,17:00:00,52.505432,13.411996,,1.189,1.844,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.499111,13.407102,,0.777,2.621,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.490613,13.400485,,1.046,3.667,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.491619,13.394787,,0.402,4.068,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.489250,13.393748,,0.273,4.341,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.484168,13.394338,,0.567,4.908,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.484471,13.388530,,0.395,5.302,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.483001,13.385873,,0.243,5.545,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.472922,13.385647,,1.121,6.666,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.461274,13.384871,,1.296,7.963,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.458369,13.384230,,0.326,8.288,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.444775,13.385931,,1.516,9.804,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.422970,13.396275,,2.524,12.328,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.397487,13.406648,,2.920,15.248,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.389711,13.407211,,0.865,16.113,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.368670,13.422648,,2.564,18.677,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.367134,13.419759,,0.260,18.937,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.367225,13.413238,,0.443,19.380,Blankenfelde-Mahlow
2024-01-24,17:00:00,52.365418,13.412355,,0.210,19.590,Blankenfelde-Mahlow
2024-01-24,17:57:08,52.516384,13.425719,"Lichtenberger Straße, 10179 Berlin",16.811,36.401,Blankenfelde-Mahlow
2024-01-24,17:57:08,52.365418,13.412355,,16.811,53.212,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.366134,13.410340,"Marillenhof, 15831 Waldblick",0.158,53.370,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.367157,13.412942,,0.210,53.580,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.366977,13.425567,,0.857,54.438,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.389739,13.407470,,2.813,57.251,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.417913,13.399357,,3.181,60.432,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.443559,13.386169,,2.989,63.420,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.467687,13.385627,,2.683,66.104,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.469969,13.385612,,0.254,66.357,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.471607,13.368430,,1.178,67.535,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.473497,13.364258,,0.352,67.888,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.473715,13.354377,,0.670,68.557,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.475791,13.348280,,0.473,69.030,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.478053,13.345234,,0.325,69.356,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.479045,13.315244,,2.034,71.390,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.496698,13.283668,,2.902,74.292,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.499388,13.281209,,0.342,74.635,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.501410,13.281466,,0.225,74.860,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.504229,13.279429,,0.342,75.202,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.506096,13.280193,,0.214,75.416,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.509673,13.271381,,0.717,76.133,Blankenfelde-Mahlow
2024-01-24,19:00:00,52.509007,13.263423,,0.544,76.677,Blankenfelde-Mahlow
2024-01-24,19:23:15,52.366134,13.410340,,18.750,95.427,Blankenfelde-Mahlow
2024-01-24,19:23:15,52.509063,13.263528,,18.752,114.179,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.508533,13.258327,"Heerstraße, 14052 Berlin",0.357,114.536,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.510764,13.295304,,2.515,117.051,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.510998,13.291581,,0.253,117.304,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.513466,13.288325,,0.352,117.656,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.518274,13.286884,,0.543,118.199,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.519484,13.299245,,0.847,119.046,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.513442,13.320013,,1.558,120.604,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.511976,13.321741,,0.201,120.805,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.515586,13.368049,,3.159,123.964,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.516111,13.376758,,0.592,124.556,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.515782,13.386030,,0.628,125.185,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.517976,13.400274,,0.994,126.179,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.519784,13.404642,,0.357,126.536,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.518434,13.407062,,0.222,126.758,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.518328,13.410341,,0.222,126.981,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.520223,13.414721,,0.364,127.344,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.518995,13.417142,,0.213,127.557,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.516058,13.418126,,0.333,127.891,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.513691,13.422961,,0.420,128.311,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.515711,13.422826,,0.225,128.535,Blankenfelde-Mahlow
2024-01-24,21:00:00,52.516561,13.425882,,0.227,128.763,Blankenfelde-Mahlow
2024-01-24,21:49:50,52.508939,13.262271,,11.104,139.867,Blankenfelde-Mahlow
2024-01-24,21:49:50,52.516271,13.425738,,11.092,150.959,Blankenfelde-Mahlow
2024-01-24,22:26:26,52.516835,13.426471,"Lichtenberger Straße, 10179 Berlin",0.080,151.039,Blankenfelde-Mahlow
2024-01-26,09:00:00,52.515711,13.422826,"Singerstraße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-01-26,15:00:00,52.516777,13.426584,"Lichtenberger Straße, 10179 Berlin",0.281,0.281,Blankenfelde-Mahlow
2024-01-26,15:00:00,52.520267,13.429595,,0.438,0.719,Blankenfelde-Mahlow
2024-01-26,15:00:00,52.516803,13.426583,,0.436,1.155,Blankenfelde-Mahlow
2024-01-26,17:00:00,52.517797,13.427185,"Neue Blumenstraße, 10179 Berlin",0.118,1.272,Blankenfelde-Mahlow
2024-01-26,17:00:00,52.521765,13.429206,,0.462,1.734,Blankenfelde-Mahlow
2024-01-26,17:00:00,52.519483,13.431847,,0.310,2.045,Blankenfelde-Mahlow
2024-01-26,17:50:44,52.517797,13.427185,,0.367,2.412,Blankenfelde-Mahlow
2024-01-26,17:50:44,52.519545,13.431869,,0.372,2.784,Blankenfelde-Mahlow
2024-01-26,18:18:12,52.519086,13.429525,,0.167,2.950,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.521765,13.429206,,0.299,3.249,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.519231,13.432374,,0.354,3.603,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.518311,13.432697,,0.105,3.708,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.517009,13.446637,,0.954,4.662,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.517445,13.437233,,0.638,5.300,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.518912,13.431800,,0.402,5.702,Blankenfelde-Mahlow
2024-01-26,19:00:00,52.517106,13.425451,,0.474,6.176,Blankenfelde-Mahlow
2024-01-26,19:34:59,52.518311,13.432697,,0.508,6.685,Blankenfelde-Mahlow
2024-01-26,19:34:59,52.516780,13.426592,,0.447,7.131,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.517867,13.433570,"Karl-Marx-Allee, 10243 Berlin",0.487,7.619,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.517463,13.427520,,0.412,8.031,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.513804,13.424253,,0.463,8.494,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.515512,13.418241,,0.449,8.943,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.498756,13.406776,,2.018,10.961,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.497991,13.389475,,1.174,12.135,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.494710,13.388868,,0.367,12.502,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.490228,13.386400,,0.526,13.028,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.466301,13.385547,,2.661,15.689,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.437160,13.388246,,3.245,18.935,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.403923,13.406353,,3.894,22.829,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.390407,13.406865,,1.503,24.332,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.369499,13.422568,,2.558,26.890,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.367116,13.421438,,0.276,27.166,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.367216,13.415240,,0.421,27.587,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.365443,13.411297,,0.332,27.919,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.357190,13.434970,,1.851,29.770,Blankenfelde-Mahlow
2024-01-26,21:00:00,52.355511,13.432991,,0.230,30.000,Blankenfelde-Mahlow
2024-01-26,21:20:13,52.517463,13.427520,,18.012,48.013,Blankenfelde-Mahlow
2024-01-26,21:20:13,52.365443,13.411297,,16.940,64.952,Blankenfelde-Mahlow
2024-01-26,22:45:13,52.516090,13.425845,,16.780,81.732,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.392625,13.406104,,13.794,95.526,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.405865,13.406325,,1.472,96.998,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.449171,13.385020,,5.027,102.026,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.481834,13.385482,,3.632,105.658,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.497330,13.389337,,1.743,107.401,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.498443,13.401468,,0.830,108.231,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.501416,13.408996,,0.607,108.839,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.515047,13.419963,,1.688,110.526,Blankenfelde-Mahlow
2024-01-26,23:00:00,52.516090,13.425845,,0.415,110.941,Blankenfelde-Mahlow
2024-01-26,23:29:27,52.516835,13.426471,"Lichtenberger Straße, 10179 Berlin",0.093,111.034,Blankenfelde-Mahlow
2024-01-28,11:00:00,52.516725,13.426095,"Lichtenberger Straße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-01-28,11:00:00,52.498891,13.406780,,2.375,2.375,Blankenfelde-Mahlow
2024-01-28,11:00:00,52.498112,13.389959,,1.142,3.517,Blankenfelde-Mahlow
2024-01-28,11:00:00,52.484631,13.386215,,1.520,5.037,Blankenfelde-Mahlow
2024-01-28,11:00:00,52.463881,13.385371,,2.308,7.345,Blankenfelde-Mahlow
2024-01-28,12:29:21,52.516725,13.426095,"Lichtenberger Straße, 10179 Berlin",6.491,13.836,Blankenfelde-Mahlow
2024-01-28,12:29:21,52.365460,13.412385,,16.846,30.682,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.443137,13.386124,,8.819,39.501,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.416843,13.399098,,3.053,42.554,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.402822,13.406537,,1.639,44.193,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.393628,13.405953,,1.023,45.216,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.365904,13.425117,,3.346,48.562,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.365469,13.412399,,0.865,49.427,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.366724,13.406255,,0.440,49.866,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.365969,13.411763,,0.383,50.250,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.363372,13.411826,,0.289,50.539,Blankenfelde-Mahlow
2024-01-28,13:00:00,52.366100,13.411922,,0.303,50.842,Blankenfelde-Mahlow
2024-01-28,17:00:00,52.368274,13.407500,"L 76, 15831 Waldblick",0.385,51.227,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.365974,13.412025,"Kirschenhof, 15831 Waldblick",0.400,51.627,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.366724,13.406255,,0.401,52.028,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.366189,13.409091,,0.202,52.229,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.368274,13.407500,,0.256,52.485,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.367238,13.425294,,1.214,53.699,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.414181,13.403143,,5.432,59.131,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.447840,13.385282,,3.934,63.064,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.475404,13.385395,,3.065,66.129,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.497128,13.389309,,2.430,68.559,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.513510,13.417814,,2.653,71.213,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.510639,13.430292,,0.903,72.116,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.509814,13.434703,,0.312,72.428,Blankenfelde-Mahlow
2024-01-28,19:00:00,52.516776,13.426587,,0.949,73.377,Blankenfelde-Mahlow
2024-01-28,19:24:28,52.366153,13.411980,,16.778,90.155,Blankenfelde-Mahlow
2024-01-28,19:24:28,52.497128,13.389309,,14.645,104.799,Blankenfelde-Mahlow
2024-01-28,20:11:55,52.497768,13.390826,,0.125,104.924,Blankenfelde-Mahlow
2024-01-28,20:16:55,52.497128,13.389309,,0.125,105.049,Blankenfelde-Mahlow
2024-01-28,20:16:55,52.516776,13.426587,,3.338,108.387,Blankenfelde-Mahlow
2024-01-28,21:00:00,52.515711,13.422826,"Singerstraße, 10179 Berlin",0.281,108.668,Blankenfelde-Mahlow
2024-01-29,07:00:00,52.516899,13.425647,"Lichtenberger Straße, 10179 Berlin",0.000,0.000,Blankenfelde-Mahlow
2024-01-29,07:00:00,52.520586,13.426544,,0.414,0.414,Blankenfelde-Mahlow
2024-01-29,08:40:03,52.516899,13.425647,"Lichtenberger Straße, 10179 Berlin",0.414,0.829,Blankenfelde-Mahlow
2024-01-29,08:40:03,52.520586,13.426544,,0.414,1.243,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.521240,13.429325,,0.202,1.445,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.519128,13.428489,,0.242,1.687,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.513922,13.424552,,0.637,2.324,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.504914,13.440305,,1.463,3.787,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.497732,13.463763,,1.777,5.564,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.493145,13.459507,,0.586,6.150,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.490860,13.459259,,0.255,6.405,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.477773,13.478247,,1.942,8.346,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.475276,13.474257,,0.388,8.734,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.466001,13.456749,,1.572,10.306,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.462629,13.453903,,0.422,10.727,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.449526,13.465598,,1.658,12.386,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.428186,13.514097,,4.054,16.440,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.429916,13.505790,,0.595,17.035,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.424688,13.521594,,1.219,18.254,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.401437,13.520280,,2.587,20.841,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.398988,13.518711,,0.292,21.134,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.393165,13.522399,,0.694,21.828,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.367120,13.465629,,4.820,26.648,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.363012,13.445184,,1.461,28.110,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.364785,13.441279,,0.330,28.440,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.367078,13.424428,,1.172,29.612,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.360860,13.410912,,1.149,30.761,Blankenfelde-Mahlow
2024-01-29,09:00:00,52.366008,13.411331,,0.573,31.335,Blankenfelde-Mahlow
2024-01-29,09:00:22,52.521240,13.429325,,17.304,48.639,Blankenfelde-Mahlow
2024-01-29,09:00:22,52.360860,13.410912,,17.877,66.516,Blankenfelde-Mahlow
2024-01-29,09:46:45,52.360161,13.408531,,0.179,66.695,Blankenfelde-Mahlow
2024-01-29,09:50:50,52.360869,13.410985,,0.184,66.879,Blankenfelde-Mahlow
2024-01-29,09:50:50,52.366008,13.411331,,0.572,67.451,Blankenfelde-Mahlow
2024-01-29,11:00:00,52.366724,13.406255,,0.354,67.805,Blankenfelde-Mahlow
2024-01-29,11:00:00,52.363372,13.411826,,0.531,68.336,Blankenfelde-Mahlow
2024-01-29,11:00:00,52.366009,13.411843,,0.293,68.629,Blankenfelde-Mahlow
2024-01-29,13:00:00,52.362491,13.408974,"Herbert-Tschäpe-Straße, 15831 Waldblick",0.437,69.066,Blankenfelde-Mahlow
